,accuracy,permutation_specific_accuracies,accuracies,best_ordering,sigma
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[59.47712418300654, 57.84313725490197, 74.83660130718954, 74.83660130718954, 75.49019607843137, 75.49019607843137, 74.83660130718954, 74.18300653594771, 73.8562091503268]",,,
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 57.84313725490197, 75.16339869281046, 74.83660130718954, 75.16339869281046, 75.49019607843137, 74.50980392156863, 74.18300653594771, 73.8562091503268]",,,
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 62.745098039215684, 75.81699346405229, 76.1437908496732, 77.12418300653596, 77.12418300653596, 75.49019607843137, 77.12418300653596, 77.12418300653596]",,,
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.633986928104584, 54.57516339869281, 74.83660130718954, 75.49019607843137, 76.47058823529412, 76.47058823529412, 75.49019607843137, 77.12418300653596, 77.12418300653596]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[65.68627450980392, 62.745098039215684, 60.130718954248366, 58.82352941176471, 59.150326797385624, 61.111111111111114, 60.130718954248366, 59.80392156862745, 60.130718954248366]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 62.745098039215684, 58.82352941176471, 58.82352941176471, 58.82352941176471, 60.78431372549019, 59.80392156862745, 59.80392156862745, 60.130718954248366]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[66.66666666666666, 58.16993464052288, 59.47712418300654, 60.78431372549019, 61.43790849673203, 63.0718954248366, 62.745098039215684, 62.745098039215684, 62.745098039215684]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.633986928104584, 59.47712418300654, 63.39869281045751, 64.37908496732027, 64.05228758169935, 64.37908496732027, 64.05228758169935, 63.725490196078425, 63.725490196078425]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 63.39869281045751, 64.05228758169935, 62.091503267973856, 62.745098039215684, 64.05228758169935, 63.0718954248366, 62.091503267973856, 63.0718954248366]",,,
"({'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.633986928104584, 56.86274509803921, 65.68627450980392, 61.76470588235294, 62.745098039215684, 64.05228758169935, 63.725490196078425, 62.745098039215684, 63.39869281045751]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[64.70588235294117, 62.745098039215684, 64.05228758169935, 62.745098039215684, 61.43790849673203, 61.43790849673203, 61.43790849673203, 63.39869281045751, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.745098039215684, 63.0718954248366, 72.54901960784314, 71.24183006535948, 68.30065359477125, 67.3202614379085, 64.37908496732027, 63.725490196078425, 58.496732026143796]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 61.76470588235294, 74.83660130718954, 74.18300653594771, 70.26143790849673, 68.95424836601308, 65.359477124183, 63.725490196078425, 58.16993464052288]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[64.70588235294117, 63.39869281045751, 65.0326797385621, 65.68627450980392, 64.70588235294117, 63.39869281045751, 62.745098039215684, 63.0718954248366, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[59.80392156862745, 67.3202614379085, 68.62745098039215, 66.33986928104575, 66.33986928104575, 64.70588235294117, 63.725490196078425, 63.39869281045751, 60.130718954248366]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[63.0718954248366, 65.359477124183, 57.18954248366013, 56.86274509803921, 55.88235294117647, 55.22875816993464, 55.55555555555556, 54.57516339869281, 58.16993464052288]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[66.01307189542483, 58.82352941176471, 56.86274509803921, 56.86274509803921, 57.18954248366013, 56.5359477124183, 55.55555555555556, 54.57516339869281, 57.84313725490197]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.745098039215684, 68.30065359477125, 68.30065359477125, 67.97385620915033, 67.97385620915033, 67.97385620915033, 67.64705882352942, 66.66666666666666, 67.97385620915033]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.633986928104584, 59.80392156862745, 68.30065359477125, 67.3202614379085, 67.64705882352942, 67.97385620915033, 67.64705882352942, 66.66666666666666, 67.97385620915033]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[65.359477124183, 55.88235294117647, 61.111111111111114, 61.76470588235294, 63.0718954248366, 62.745098039215684, 62.745098039215684, 62.41830065359477, 61.76470588235294]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.633986928104584, 58.82352941176471, 66.01307189542483, 65.359477124183, 65.0326797385621, 63.725490196078425, 63.39869281045751, 63.0718954248366, 62.091503267973856]",,,
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.41830065359477, 61.76470588235294, 74.50980392156863, 74.50980392156863, 74.50980392156863, 75.16339869281046, 74.83660130718954, 74.83660130718954, 74.18300653594771]",,,
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 60.45751633986928, 74.50980392156863, 75.49019607843137, 75.49019607843137, 76.1437908496732, 75.49019607843137, 74.83660130718954, 74.18300653594771]",,,
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.745098039215684, 60.45751633986928, 75.16339869281046, 74.83660130718954, 75.81699346405229, 75.81699346405229, 74.83660130718954, 74.18300653594771, 73.8562091503268]",,,
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.633986928104584, 58.16993464052288, 75.81699346405229, 75.49019607843137, 75.16339869281046, 74.83660130718954, 73.8562091503268, 73.8562091503268, 73.8562091503268]",,,
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 61.111111111111114, 76.1437908496732, 75.49019607843137, 76.79738562091504, 77.12418300653596, 76.1437908496732, 76.47058823529412, 76.1437908496732]",,,
"({'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 55.22875816993464, 75.16339869281046, 76.1437908496732, 77.12418300653596, 76.47058823529412, 75.81699346405229, 75.81699346405229, 76.1437908496732]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.725490196078425, 58.496732026143796, 60.78431372549019, 59.47712418300654, 58.496732026143796, 58.496732026143796, 57.18954248366013, 57.18954248366013, 58.16993464052288]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 66.99346405228758, 59.80392156862745, 58.496732026143796, 57.84313725490197, 57.84313725490197, 56.86274509803921, 57.18954248366013, 58.16993464052288]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.0718954248366, 57.84313725490197, 58.16993464052288, 61.111111111111114, 61.76470588235294, 61.111111111111114, 60.78431372549019, 61.43790849673203, 61.111111111111114]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 61.76470588235294, 66.99346405228758, 66.33986928104575, 65.68627450980392, 65.0326797385621, 64.37908496732027, 63.39869281045751, 63.725490196078425]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 64.70588235294117, 69.93464052287581, 68.95424836601308, 68.30065359477125, 68.62745098039215, 69.6078431372549, 68.30065359477125, 68.30065359477125]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'})",,"[51.9607843137255, 59.150326797385624, 72.54901960784314, 68.62745098039215, 68.30065359477125, 68.62745098039215, 69.6078431372549, 68.62745098039215, 68.62745098039215]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[59.47712418300654, 61.111111111111114, 62.41830065359477, 61.111111111111114, 62.091503267973856, 61.76470588235294, 61.43790849673203, 63.39869281045751, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[63.39869281045751, 62.41830065359477, 62.091503267973856, 62.41830065359477, 61.76470588235294, 58.82352941176471, 59.150326797385624, 59.47712418300654, 56.86274509803921]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[59.80392156862745, 59.47712418300654, 61.76470588235294, 62.41830065359477, 61.111111111111114, 59.150326797385624, 58.496732026143796, 58.496732026143796, 56.209150326797385]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[59.80392156862745, 61.76470588235294, 63.0718954248366, 63.0718954248366, 63.0718954248366, 62.41830065359477, 61.76470588235294, 62.745098039215684, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 60.45751633986928, 62.745098039215684, 62.41830065359477, 63.39869281045751, 61.76470588235294, 59.80392156862745, 60.45751633986928, 59.47712418300654]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[63.39869281045751, 61.76470588235294, 56.86274509803921, 56.86274509803921, 56.5359477124183, 55.88235294117647, 55.55555555555556, 54.57516339869281, 57.84313725490197]",,,
